,chemical_shift,height,width,multiplet_id
0,2.57879768694272,0.9212377315187794,1,
1,2.80228430555728,0.07876226848122049,1,
2,2.61400231305728,0.9212377315187794,1,
3,2.39051569444272,0.07876226848122049,1,
4,2.57879768694272,0.9212377315187794,1,
5,2.80228430555728,0.07876226848122049,1,
6,2.61400231305728,0.9212377315187794,1,
7,2.39051569444272,0.07876226848122049,1,
