,chemical_shift,height,width,multiplet_id
0,3.12057944242965,0.008868494102053544,1,
1,3.3700561193153105,0.00022892592532439086,1,
2,3.4233019259478423,0.04725894610483604,1,
3,3.7419486853824977,0.030184848851378177,1,
4,3.9899370659544005,0.006088650473426323,1,
5,4.60093627197543,0.01677332441819522,1,
6,3.245906781496688,0.002084385292066604,1,
7,3.3874032169416446,0.017306806963302956,1,
8,3.5199602928456537,0.016480753334665678,1,
9,3.5531514474934576,0.00010433600029487743,1,
10,3.6520115108560054,4.334395413103063e-05,1,
11,3.7424128781950814,0.03026369286600619,1,
12,3.9899944111102315,0.006074673972142405,1,
13,4.685507941815102,0.012000004117510092,1,
14,4.726453298605377,0.002493856360385075,1,
15,4.853916316644855,9.205242715211333e-05,1,
16,4.907242905251469,6.148771161148423e-05,1,
17,3.1305538386814753,0.008541331442878752,1,
18,3.272050274126432,2.825370360872561e-05,1,
19,3.404607350030441,0.0024549679356163684,1,
20,3.437798504678245,0.014921499838535104,1,
21,3.536658568040793,0.0014082443648161897,1,
22,3.7528502832994812,0.028006539780782595,1,
23,3.9067986499384277,0.00011960190072727283,1,
24,3.958097272319096,0.0004412229336844827,1,
25,3.9955968529066466,0.005500214918086751,1,
26,4.5701549989998895,0.0032150981079669943,1,
27,4.611100355790165,0.013478016620239765,1,
28,2.996430104611027,7.287393505738844e-05,1,
29,3.1379265400559837,0.007328367998308457,1,
30,3.270483615959993,0.004967480696578288,1,
31,3.3036747706077967,0.00023544054994570105,1,
32,3.402534833970345,0.016099667063363125,1,
33,3.472534674809231,0.0022369958040046748,1,
34,3.618726549229033,0.0010302338317630477,1,
35,3.7726749158679795,0.02002137480240454,1,
36,3.823973538248648,0.004353099588240108,1,
37,3.861473118836199,0.00031241098928730024,1,
38,4.007151629207113,0.004775165614114015,1,
39,4.05280670190467,0.00021524485830162304,1,
40,4.436031264929442,0.00010956629903742746,1,
41,4.476976621719716,8.888925116946706e-05,1,
42,4.604439639759194,0.016457463324965164,1,
43,4.657766228365808,6.0452346115280984e-05,1,
44,2.9431842979784952,2.995877380646139e-05,1,
45,3.084680733423452,0.0016690963812276034,1,
46,3.217237809327461,0.012186694585207781,1,
47,3.250428963975265,0.00018614635140510073,1,
48,3.349289027337813,9.285315749952571e-05,1,
49,3.4192888681766993,0.0604430901349704,1,
50,3.4396903946768886,8.000090297182106e-05,1,
51,3.565480742596501,0.00046017597549076895,1,
52,3.7194291092354477,0.007673170166721708,1,
53,3.770727731616116,0.01985380883302018,1,
54,3.808227312203667,0.0003338661715400541,1,
55,3.953905822574582,0.000551689953276188,1,
56,3.9995608952721384,0.0051217562401572455,1,
57,4.38278545829691,6.761013326916599e-05,1,
58,4.423730815087184,4.7130889933823124e-05,1,
59,4.551193833126662,8.874001559274755e-05,1,
60,4.604520421733276,0.016509339652607816,1,
61,3.1210436352422333,0.00898065205534595,1,
62,3.246833983161846,0.00014422436441683805,1,
63,3.4007823498007923,0.00659388930130179,1,
64,3.4520809721814607,0.046839968358121285,1,
65,3.4895805527690116,0.0008627245513614473,1,
66,3.6352590631399266,0.000254058378616477,1,
67,3.680914135837483,0.0005166134296113639,1,
68,3.8381834788274842,0.027354738425901495,1,
69,4.600936458068111,0.016773240183683733,1,
70,3.120636787585481,0.008908601022264524,1,
71,3.241592172197109,6.475747273887665e-05,1,
72,3.387270682568024,0.0014007987701489906,1,
73,3.4329257552655803,0.046298687061042315,1,
74,3.590195098255582,0.010781840659379219,1,
75,4.600936276343201,0.016773326302486763,1,
76,3.2051511122693226,0.0066254110309969284,1,
77,3.246096469059598,0.0011558874130477965,1,
78,3.373559487099076,0.00039232333782807344,1,
79,3.4268860757056894,0.050455884671227254,1,
80,3.74194887147518,0.030202856076147856,1,
81,3.989937070322172,0.006087840084513018,1,
82,3.4924871400238247,0.004104488198512206,1,
83,3.597771421546856,0.005099140249963786,1,
84,3.7087515061014273,2.4708884430882065e-05,1,
85,3.7548249773449043,0.027755630447712416,1,
86,3.9353871438697228,0.0005291158598703109,1,
87,3.9964364337922147,0.005530887490699479,1,
88,4.698217581561307,0.01448871194300653,1,
89,4.9180043208535675,4.5273157161709656e-05,1,
90,3.350990704578868,0.013263292656879385,1,
91,3.4562749861018993,0.009232780872460981,1,
92,3.5672550706564707,0.006110740928353126,1,
93,3.6133285418999477,0.0019395120419404466,1,
94,3.793890708424766,0.022831610008194503,1,
95,3.854939998347258,0.00039568700448494565,1,
96,3.881574021344221,8.682067907294924e-05,1,
97,4.014920466475095,0.004730220546021016,1,
98,4.69220798768197,0.013996102156328034,1,
99,4.776507885408611,0.0005548989183307456,1,
100,4.940046032955737,4.2387240811767085e-05,1,
101,3.32371791019789,0.00013197334222442788,1,
102,3.4346979947524616,0.033030772036845096,1,
103,3.4807714659959386,0.00021231648897767253,1,
104,3.661333632520757,0.00019337414723433156,1,
105,3.7223829224432494,0.00010938271626772186,1,
106,3.749016945440212,0.02879064723148361,1,
107,3.826507851970521,2.148963750070473e-05,1,
108,3.9906681204260246,0.005913088583701489,1,
109,4.643950809504602,0.0002214804934799983,1,
110,4.700234349438821,0.013729302925562122,1,
111,4.736289809020198,0.000528598789827393,1,
112,4.807488957051729,5.459782110405577e-05,1,
113,3.185242474027055,0.00859137351921494,1,
114,3.2905267555500863,0.008817030082443361,1,
115,3.4015068401046578,5.285409158309911e-05,1,
116,3.5859565811619234,3.960066227711586e-05,1,
117,3.715825790792408,3.40376410888705e-05,1,
118,3.7933166973227173,0.022385106135663864,1,
119,3.879047442839076,0.0010330480227006594,1,
120,3.9619370601461,0.0001812373027218559,1,
121,4.014704020102274,0.004518522201111791,1,
122,4.156845056947847,2.786206708709155e-05,1,
123,4.390972915564538,0.00010989206962123163,1,
124,4.526459757130157,0.0007986218076561453,1,
125,4.610759654856798,0.015502034099347115,1,
126,4.667043194791018,0.00020362687337297452,1,
127,3.086382410664507,0.0017270001598432491,1,
128,3.191666692187538,0.00930531723914791,1,
129,3.3026467767421095,0.0031830100387582132,1,
130,3.487096517799375,0.003219465289843575,1,
131,3.6944566339601694,0.0017295825529568447,1,
132,3.7801873794765277,0.022106816225770508,1,
133,3.863076996783552,0.0014480476749827898,1,
